path,Bitwuzla,,SMTInterpol,,cvc5,
,solved,runtime,solved,runtime,solved,runtime
ABV/20190429-UltimateAutomizerSvcomp2019/alternating_list_true-unreach-call_true-valid-memsafety.i_13.smt2,0,45.08852765802294,0,1201.7421261660056,1,11.298893466126174
ABV/20190429-UltimateAutomizerSvcomp2019/cs_time_var_mutex_true-unreach-call.i_1.smt2,0,0.23384669818915427,0,0.6649937219917774,0,82.62616884405725
ABV/20190429-UltimateAutomizerSvcomp2019/dancing_true-unreach-call_false-valid-memtrack.i_14.smt2,0,0.22320548607967794,0,1202.7144481799915,0,141.4564115938265
ABV/20190429-UltimateAutomizerSvcomp2019/dancing_true-unreach-call_false-valid-memtrack.i_2.smt2,0,0.23501339904032648,0,1202.7222039449844,0,118.02045537601225
ABV/20190429-UltimateAutomizerSvcomp2019/dll_of_dll_false-unreach-call_false-valid-memcleanup.i_10.smt2,0,0.22835775278508663,0,5.3346293329959735,0,1201.715924140066
ABV/20190429-UltimateAutomizerSvcomp2019/dll_of_dll_false-unreach-call_false-valid-memcleanup.i_15.smt2,0,0.24547199299558997,0,1201.721230929019,0,1201.7170929640997
ABV/20190429-UltimateAutomizerSvcomp2019/dll_of_dll_false-unreach-call_false-valid-memcleanup.i_9.smt2,0,0.26875470113009214,0,1201.7182403189945,0,1201.714640801074
ABV/20190429-UltimateAutomizerSvcomp2019/dll_of_dll_true-unreach-call_true-valid-memsafety.i_8.smt2,0,0.23255900712683797,0,1201.7421335810213,0,1201.7182296561077
ABV/20190429-UltimateAutomizerSvcomp2019/ex3_forlist_true-termination.c_true-unreach-call.i_0.smt2,0,0.2402331840712577,0,0.4988283590064384,0,1201.7305736958515
ABV/20190429-UltimateAutomizerSvcomp2019/list-ext_flag_false-unreach-call_false-valid-deref.i_4.smt2,0,1201.2547860250343,1,0.5028841570019722,1,0.2625016290694475
ABV/20190429-UltimateAutomizerSvcomp2019/list-ext_flag_false-unreach-call_false-valid-deref.i_8.smt2,0,1201.256134317955,0,0.6614340239902958,0,80.34199050604366
ABV/20190429-UltimateAutomizerSvcomp2019/list_flag_true-unreach-call_false-valid-memtrack.i_1.smt2,0,1201.2303971729707,1,0.502274481987115,0,80.27608661097474
ABV/20190429-UltimateAutomizerSvcomp2019/list_flag_true-unreach-call_false-valid-memtrack.i_9.smt2,0,0.31869361991994083,0,1201.7175624519587,0,643.1461576251313
ABV/20190429-UltimateAutomizerSvcomp2019/s3_clnt.blast.01_false-unreach-call.i.cil.c_0.smt2,0,0.2479063260834664,0,1.223937266971916,0,1201.7248979238793
ABV/20190429-UltimateAutomizerSvcomp2019/sep10_true-unreach-call.i_11.smt2,0,0.24050358799286187,0,0.8026887360028923,0,1201.722061953973
ABV/20190429-UltimateAutomizerSvcomp2019/sep60_true-unreach-call.i_0.smt2,0,0.23992850189097226,0,0.6723023519734852,0,1201.7277301650029
ABV/20190429-UltimateAutomizerSvcomp2019/sll-rb-sentinel_false-unreach-call_false-valid-memcleanup.i_11.smt2,0,0.2223063549026847,0,1201.7197324010194,0,1201.7154660499655
ABV/20190429-UltimateAutomizerSvcomp2019/sll-rb-sentinel_false-unreach-call_false-valid-memcleanup.i_6.smt2,0,0.24449471500702202,0,1201.741266063007,0,1201.7183232479729
ABV/20190429-UltimateAutomizerSvcomp2019/sll-sorted_false-unreach-call_false-valid-memcleanup.i_7.smt2,0,0.2623711940832436,0,1201.7400847739773,0,1201.7389994270634
ABV/20190429-UltimateAutomizerSvcomp2019/sll-sorted_false-unreach-call_false-valid-memcleanup.i_8.smt2,0,0.291982829105109,0,1201.745774865034,0,1201.7134650999215
ABV/20190429-UltimateAutomizerSvcomp2019/splice_true-unreach-call_false-valid-memtrack.i_8.smt2,0,0.6558354999870062,0,1201.7447204050259,0,1201.7164360268507
ABV/20190429-UltimateAutomizerSvcomp2019/standard_running_true-unreach-call.i_13.smt2,1,0.26502207200974226,0,0.5948932669707574,0,1201.7114915850107
ABV/20230321-UltimateAutomizerSvcomp2023/20020406-1.i_5.smt2,0,1201.2559529929422,0,0.544966702000238,0,80.30386526789516
ABV/20230321-UltimateAutomizerSvcomp2023/alternating_list-1.i_23.smt2,0,0.24311131215654314,0,0.6537185739725828,1,0.5014315340667963
ABV/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-1.i_4.smt2,1,0.2179327600169927,0,0.6019587690243497,0,91.42204047599807
ABV/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-1.i_6.smt2,1,0.2371723740361631,0,0.6205128809669986,0,82.28056171699427
ABV/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-2.i_1.smt2,0,0.25687569100409746,0,1201.7207263599848,0,1201.7169027430937
ABV/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-2.i_101.smt2,0,0.24063103599473834,0,0.9187738239997998,0,253.20567863597535
ABV/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-2.i_114.smt2,0,0.24187582707963884,0,0.7757609750260599,0,1201.7137848050334
ABV/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-2.i_24.smt2,0,0.2608174120541662,0,23.6433435609797,0,1201.742813865887
ABV/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-2.i_3.smt2,0,0.24104938306845725,0,2.463141768006608,0,1201.717391988961
ABV/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-2.i_59.smt2,0,0.2673315431457013,0,1201.7190000329865,0,1201.7138897138648
ABV/20230321-UltimateAutomizerSvcomp2023/calendar.i_8.smt2,0,0.21969096502289176,0,0.5439601370017044,0,80.30731170484796
ABV/20230321-UltimateAutomizerSvcomp2023/cart.i_12.smt2,0,0.24740448407828808,0,0.5283231329522096,0,0.5792872530873865
ABV/20230321-UltimateAutomizerSvcomp2023/cart.i_8.smt2,1,0.22032965999096632,0,0.5071741939755157,0,0.7071957420557737
ABV/20230321-UltimateAutomizerSvcomp2023/complex_data_creation_test01-1.i_2.smt2,0,0.25513087306171656,0,0.47703702899161726,0,5.628858132986352
ABV/20230321-UltimateAutomizerSvcomp2023/complex_data_creation_test01-1.i_3.smt2,0,0.256325428141281,0,0.4864053169731051,0,80.88214790308848
ABV/20230321-UltimateAutomizerSvcomp2023/complex_data_creation_test02-1.i_0.smt2,0,0.21839107805863023,0,0.47971682099159807,0,80.2774795119185
ABV/20230321-UltimateAutomizerSvcomp2023/complex_data_creation_test02-2.i_11.smt2,1,0.2438703910447657,0,0.4984909910126589,0,80.36680054082535
ABV/20230321-UltimateAutomizerSvcomp2023/dancing.i_16.smt2,0,0.22981443698517978,0,1201.7181094639818,1,0.327639281982556
ABV/20230321-UltimateAutomizerSvcomp2023/dancing.i_26.smt2,0,0.2228651070035994,0,1201.7172219979693,1,0.32455416303128004
ABV/20230321-UltimateAutomizerSvcomp2023/dancing.i_35.smt2,0,0.23106413101777434,0,0.8994392760214396,0,1201.7375749091152
ABV/20230321-UltimateAutomizerSvcomp2023/dancing.i_38.smt2,0,0.22186523210257292,0,1201.7189269739902,0,1201.7208870782051
ABV/20230321-UltimateAutomizerSvcomp2023/dll-queue-1.i_0.smt2,0,0.22114980779588223,0,0.478581168979872,1,0.24421677994541824
ABV/20230321-UltimateAutomizerSvcomp2023/dll-queue-1.i_14.smt2,0,1201.234111574944,0,0.6329723480157554,0,80.3378729710821
ABV/20230321-UltimateAutomizerSvcomp2023/dll-queue-1.i_6.smt2,0,1201.2464219899848,0,0.5456784929847345,0,80.36028350912966
ABV/20230321-UltimateAutomizerSvcomp2023/dll-reverse.i_5.smt2,0,0.2623789329081774,0,1.1149989709956571,1,0.2768840731587261
