path,SMTInterpol,,cvc5,,iProver,
,solved,runtime,solved,runtime,solved,runtime
UFLIA/boogie/AdditiveMethods_AdditiveMethods..ctor.smt2,0,1201.7420311659807,1,0.3561325839255005,0,1201.74932301417
UFLIA/boogie/AdditiveMethods_AdditiveMethods.Y.smt2,0,1201.7184790209867,1,0.32485852600075305,0,1201.7659609320108
UFLIA/boogie/AdditiveMethods_Sub..ctor.smt2,0,1201.756335048005,1,0.36476512788794935,0,1201.7455986679997
UFLIA/boogie/AdditiveMethods_Sub.StartHere2_AdditiveMethods_notnull.smt2,0,1201.7192184189917,0,1201.7165060541593,0,1201.745675134007
UFLIA/boogie/AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2,0,1201.7170982459793,1,0.5515123589430004,0,1201.7515911129303
UFLIA/boogie/AdvancedTypes_W..ctor-orderStrength_1.smt2,0,1201.7489709359943,1,0.5250096940435469,0,1201.7255174750462
UFLIA/boogie/AdvancedTypes_Y1..ctor-orderStrength_1.smt2,0,1201.7185363639728,1,0.49001314118504524,0,1201.7278657520656
UFLIA/boogie/AssertFalse_AssertFalseTest..ctor.smt2,0,1201.7439875970013,1,0.33791593299247324,0,1201.7249638792127
UFLIA/boogie/AssertFalse_AssertFalseTest.Test1.smt2,0,1201.7459040019894,0,1201.7142856500577,0,1201.736086098943
UFLIA/boogie/AssertFalse_F..ctor.smt2,0,1201.7413911320036,1,0.3326489550527185,0,1201.7517836121842
UFLIA/boogie/AssignToNonInvariantField_AnotherClient.M.smt2,0,1201.719291951973,0,1201.712808792945,0,1201.728695597034
UFLIA/boogie/AssignToNonInvariantField_AnotherClient.P_ViolatesInvariant.smt2,0,1201.7443892870215,0,1201.7148281838745,0,1201.757459858898
UFLIA/boogie/AssignToNonInvariantField_AssignToNonInvariantField..ctor.smt2,0,1201.74332963099,1,0.4543311109300703,0,1201.7250833672006
UFLIA/boogie/AssignToNonInvariantField_T.Mc1.smt2,0,1201.7469741899986,0,1201.7139882680494,0,1201.7269730451517
UFLIA/boogie/AssignToRepField_AssignToRepField.N.smt2,0,1201.746398142015,1,0.5233486529905349,0,1201.7272812682204
UFLIA/boogie/Bag0_Bag.RemoveMin.smt2,0,1201.7188995369943,0,1201.7233620879706,0,1201.7258272690233
UFLIA/boogie/Bag1_Bag.RemoveMin.smt2,0,1201.7164765589987,0,1201.7142341190483,0,1201.7654905128293
UFLIA/boogie/Bag3_Bag..ctor_System.Int32.array_notnull.smt2,0,1201.7167491400032,1,1.486827407963574,0,1201.7430630580056
UFLIA/boogie/Bag8_Bag.SpecSharp.CheckInvariant_System.Boolean.smt2,0,1201.7181092609535,1,0.2966825570911169,1,123.6320926900953
UFLIA/boogie/BasicMethodology_CS..ctor.smt2,0,1201.7679770460236,1,0.5129211968742311,0,1201.7414576851297
UFLIA/boogie/BasicMethodology_Component..ctor_System.Int32.smt2,0,1201.7193539729924,1,0.4734523920342326,0,1201.7266121169087
UFLIA/boogie/Boxes_Boxes_2.A.smt2,0,1201.7212377789547,1,0.3223087419755757,0,1201.74132540985
UFLIA/boogie/Boxes_Boxes_2.P1_Boxes_2..type.parameter.U.smt2,0,1201.719702781993,1,0.2733458010479808,1,533.0960219339468
UFLIA/boogie/Capture_Capture..ctor.smt2,0,1201.7687414250104,1,0.3140571299009025,0,1201.733996857889
UFLIA/boogie/Cast_Cast.M_System.String_System.String_notnull.smt2,0,1201.717628134007,1,0.3077614039648324,0,1201.7409339027945
UFLIA/boogie/Change769_Test3..ctor.smt2,1,70.01239342696499,1,0.3705786510836333,0,1201.7617924539372
UFLIA/boogie/Chunker11c_Chunker.NextChunk.smt2,0,1201.7502520310227,0,1201.716730881948,0,1201.7424643719569
UFLIA/boogie/Chunker1_Chunker..ctor_System.String_System.Int32.smt2,0,1201.7174784860108,0,1201.712084125029,0,1201.7254265700467
UFLIA/boogie/Chunker2_Chunker.NextChunk.smt2,0,1201.7484082279843,0,1201.731314403005,0,1201.7280704369769
UFLIA/boogie/Chunker8_Chunker..ctor_System.String_notnull_System.Int32.smt2,0,1201.719313782989,1,2.030558557016775,0,1201.7159158729482
UFLIA/boogie/CommittedOblivious_CO.Q.smt2,0,1201.748246454983,0,1201.7146925400011,0,1201.745675188955
UFLIA/boogie/ConstructorVisibility_Literal..ctor_System.Int32.smt2,0,1201.7373962739948,1,0.4547099720221013,0,1201.7164774539415
UFLIA/boogie/DefaultLoopInv0_A..ctor-modifiesOnLoop-noinfer.smt2,0,1201.7141976770363,1,0.35536601790226996,0,1201.7646239490714
UFLIA/boogie/Delegate_Delegate.CallIt_System.Int32_System.String_notnull.smt2,0,1201.7159995019902,1,1.2281207249034196,0,1201.739345954964
UFLIA/boogie/DynamicTypes_DynamicTypes.N0.smt2,0,1201.7207144740387,1,0.3855205250438303,0,1201.754524424905
UFLIA/boogie/DynamicTypes_Sub1..ctor.smt2,1,124.03960970503977,1,0.36041770596057177,0,1201.7384931000415
UFLIA/boogie/ExactTypes_F.CoVariance_W_notnull_System.Object.array_notnull.smt2,0,1201.7426733449684,0,1201.72757799807,0,1201.7358393981121
UFLIA/boogie/ExactTypes_Q..ctor.smt2,0,1201.7451811020146,1,0.400416691089049,0,1201.7511258109007
UFLIA/boogie/ExplicitExposeVersionHavoc_A.Unsound-level_2.smt2,0,1201.7436185219558,0,1201.7150298580527,0,1201.7239936369006
UFLIA/boogie/ExplicitExposeVersionHavoc_C.Unsound-level_2.smt2,0,1201.7434330209508,0,1201.715587676037,0,1201.7246929409448
UFLIA/boogie/ExposeVersion_A.MethodCallOnOtherWithGetterQuery_A_notnull-level_2.smt2,0,1201.714052862022,1,0.4288077100645751,0,1201.7514542778954
UFLIA/boogie/ExposeVersion_X.FieldUpdateByObjectCreationWithMethodQueryFails_X_notnull-level_2.smt2,0,1201.7679950789898,0,1201.7186652789824,0,1201.7466833039653
UFLIA/boogie/Finally_ReturnFinally.M-modifiesOnLoop.smt2,0,1201.7234066009987,0,1201.7131151468493,0,1201.7266836618073
UFLIA/boogie/Immutable_test3.C..ctor.smt2,0,1201.7179057489848,1,1.1977573367767036,0,1201.7208165230695
UFLIA/boogie/Immutable_test3.E.Mfalse.smt2,0,1201.720793689019,0,1201.7146115149371,0,1201.728753097821
UFLIA/boogie/Immutable_test3.Imtbl..ctor.smt2,0,1201.7204361329786,1,0.3874892520252615,0,1201.7276507769711
UFLIA/boogie/Immutable_test3.XY.M4_test3.Imtbl.smt2,0,1201.7184798100498,0,1201.7134476541542,0,1201.7407150731888
UFLIA/boogie/InitialValuesGood_Test.Main.smt2,0,1201.7427300079726,1,0.2995053769554943,1,394.9218298040796
UFLIA/boogie/IntToString_Test.Main.smt2,1,4.9431335179833695,1,0.2994813579134643,1,11.442943338071927
UFLIA/boogie/Interval_Interval.BadShift2_System.Int32.smt2,0,1201.717648092017,0,1201.7127558039501,0,1201.7391567109153
UFLIA/boogie/Interval_Interval.SpecSharp.CheckInvariant_System.Boolean.smt2,0,1201.7508579390123,1,0.28523877589032054,1,478.86495448602363
UFLIA/boogie/List_Node.M.smt2,0,1201.7502664180356,1,0.353176168166101,0,1201.7469858170953
UFLIA/boogie/LocalExpose_T.V3.smt2,0,1201.7440099359956,0,1201.716281891102,0,1201.7259952749591
UFLIA/boogie/ModifiesClauses_ModifiesClauses.Test0_C_notnull.smt2,0,1201.752203779004,1,0.29592867312021554,1,9.929131241049618
UFLIA/boogie/Modifies_Arraytests.Bad_System.Int32.array_notnull-level_2.smt2,0,1201.7423649469856,0,1201.7140293500852,0,1201.7269184559118
UFLIA/boogie/MustOverride_Ex1.B..ctor.smt2,1,66.50488309498178,1,0.3230834670830518,0,1201.7345497249626
UFLIA/boogie/MustOverride_Ex2.B..ctor.smt2,1,66.51550653902814,1,0.33662918978370726,0,1201.7238138839602
UFLIA/boogie/Pack_Good2.Cell.GetX.smt2,0,1201.7465349939885,1,0.5864589330740273,0,1201.733296894934
UFLIA/boogie/Passification_bad0-noinfer.smt2,0,1.1579033660236746,0,1201.7148486641236,0,1201.7328018939588
UFLIA/boogie/PeerFields_Child..ctor_System.Int32.smt2,0,1201.7165477190283,1,2.855984869878739,0,1201.718804773176
UFLIA/boogie/PeerFields_Parent..ctor.smt2,0,1201.721036892035,1,0.423016713000834,0,1201.7292496089358
UFLIA/boogie/PeerFields_PeerFields.Assign5.smt2,0,1201.7424307960318,1,0.3538041489664465,0,1201.7263236979488
UFLIA/boogie/PeerFields_PeerFields.Ouch.smt2,0,1201.7443382670172,0,1201.7140712260734,0,1201.7224892179947
UFLIA/boogie/PureAxioms_A..ctor-level_2.smt2,0,1201.7592485499918,1,0.41539897094480693,0,1201.737803960219
UFLIA/boogie/PureAxioms_B.Dummy1-level_2.smt2,0,1201.7198421240319,0,1201.7147185350768,0,1201.7312019921374
UFLIA/boogie/PureAxioms_UnsoundSpec..ctor-level_2.smt2,0,1201.716753760993,1,0.39219894795678556,0,1201.7569772251882
UFLIA/boogie/PureCall_Cell.set_FieldLikeProperty_System.Int32.smt2,0,1201.7620386860217,1,0.3042649000417441,0,1201.7258375289384
UFLIA/boogie/Quantifiers_R-noinfer.smt2,1,0.6130830949987285,1,0.23212096700444818,1,0.9223459679633379
UFLIA/boogie/Search_Search.Reverse_Div_System.Int32.array_notnull-noinfer.smt2,0,1201.7788824890158,0,1201.7117423550226,0,1201.7286518299952
UFLIA/boogie/SimpleWhile1_SimpleWhile1.Example-infer_i.smt2,0,1201.7186016869964,0,1201.716964114923,0,1201.7253694939427
UFLIA/boogie/Spouse_Person..ctor.smt2,0,1201.727776137006,1,0.4168752711266279,0,1201.767729793908
UFLIA/boogie/StrictReadOnly_C1.W0.smt2,0,1201.7168147439952,1,0.38017704407684505,1,823.7354426959064
UFLIA/boogie/StrictReadOnly_C2.Y1.smt2,0,1201.7437529079616,0,1201.714767456986,0,1201.7225628879387
UFLIA/boogie/Strings_test3.MyStrings.StringCoolness1.smt2,0,1201.744533331017,1,2.601113672135398,0,1201.721536753932
UFLIA/boogie/Strings_test3.MyStrings.UnpackString_System.String_notnull.smt2,0,1201.717533676012,0,1201.7381426158827,0,1201.733163316967
UFLIA/boogie/Types_Types.N0_C_D-orderStrength_1.smt2,0,1201.7438078210107,1,0.5047016169410199,1,52.982875102199614
UFLIA/boogie/Types_Types.P0_K_notnull-orderStrength_1.smt2,0,1201.7467010139953,1,0.7547067410778254,0,1201.726373970043
UFLIA/boogie/Types_Types.P3_K_notnull-orderStrength_1.smt2,0,1201.7196013729554,0,1201.7124980150256,0,1201.722971244948
UFLIA/boogie/ValidAndPrevalid_Interval.Foo2.smt2,0,1201.743322127033,0,1201.7148094619624,0,1201.7265020068735
UFLIA/boogie/ValidAndPrevalid_Interval.Foo7.smt2,0,1201.7187950389925,0,1201.7417699350044,0,1201.7356731018517
UFLIA/boogie/ValidAndPrevalid_Interval.Foo8.smt2,0,1201.720642069995,0,1201.7228759271093,0,1201.7264126008376
UFLIA/boogie/VisibilityBasedInvariants_Thing.P.smt2,0,1201.7420205769595,1,7.574038764927536,0,1201.7335863879416
UFLIA/boogie/VisibilityBasedInvariants_Thing.Q.smt2,0,1201.71641394397,1,232.90664058714174,0,1201.7228742779698
