path,Bitwuzla,,SMTInterpol,,YicesQS,,Z3alpha,,cvc5,
,solved,runtime,solved,runtime,solved,runtime,solved,runtime,solved,runtime
BV/2017-Preiner-UltimateAutomizer/Primes_true-unreach-call.c_2207.smt2,1,0.2326983748935163,0,0.4517039029742591,1,0.290647161193192,1,0.2740903499070555,1,0.4469990290235728
BV/2017-Preiner-UltimateAutomizer/Primes_true-unreach-call.c_678.smt2,0,1201.272853343049,0,0.5043625090038404,0,1201.7431919369847,1,0.2889717349316925,1,0.22556557809002697
BV/2017-Preiner-keymaera/ETCS-essentials-node4106.smt2,1,0.4143163987901062,0,0.8482108720054384,1,0.2998509001918137,1,2.5661612839903682,1,164.20979478000663
BV/2017-Preiner-keymaera/FTRM-entry-tang-feasible-node1796.smt2,1,1077.1822671389673,0,0.5466214370098896,0,1201.7181289980654,1,1.6984255909919739,1,0.4853091530967504
BV/2017-Preiner-keymaera/binary_driver-2007-10-09-node14896.smt2,1,0.6216362200211734,0,0.5724889439879917,1,0.2895142089109868,1,0.4952735530678183,1,0.4229873758740723
BV/2017-Preiner-keymaera/binary_driver-2007-10-09-node8745.smt2,1,0.6729100439697504,0,0.9094961090013385,1,0.3478069200646132,1,2.849094388075173,1,165.1537280480843
BV/2017-Preiner-keymaera/bouncing-ball-simple-node5963.smt2,0,1201.2289604779799,0,0.5703907640127,1,0.28989521390758455,1,0.27070432296022773,0,1201.7695986470208
BV/2017-Preiner-keymaera/dccs-example-node3896.smt2,1,0.36949126701802015,0,0.7228238430107012,1,0.25226333015598357,1,0.47745039709843695,1,160.43085185997188
BV/2017-Preiner-keymaera/dccs-example-node6709-new.smt2,1,1.9738728110678494,0,0.8045540440070909,1,0.3085225960239768,1,0.44468349288217723,1,0.48733673500828445
BV/2017-Preiner-keymaera/dccs-example-simple-node3457.smt2,1,0.2911131288856268,0,0.5253719220054336,1,0.23336034500971437,1,1.332157223019749,1,160.28443302912638
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node11136.smt2,1,7.654810167849064,0,0.6014815559901763,1,46.754431111039594,1,0.32971230312250555,1,0.2982494661118835
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node16159.smt2,1,0.25584084796719253,0,0.7573536839918233,1,0.2388183600269258,1,1.6761787040159106,1,160.543142846087
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node19624.smt2,1,0.35378325288183987,0,1.03378622001037,1,0.33638433180749416,1,1.407873670104891,1,161.86717377207242
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node25171.smt2,1,0.2516956839244813,0,0.747384696995141,1,0.5927516990341246,1,0.35235232883132994,1,0.3836955151055008
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node32497.smt2,1,0.2628786750137806,0,0.7726181219913997,1,0.4705814078915864,1,0.3748751990497112,1,0.5424101648386568
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node37008.smt2,1,0.3107589818537235,0,0.7318997060065158,1,0.5218876488506794,1,0.38952190917916596,1,0.3948173380922526
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node51016.smt2,1,1.7378043381031603,0,1.2239375810022466,1,0.30920444894582033,1,0.5764303770847619,1,3.1252210699021816
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node54859.smt2,1,0.41271248389966786,0,0.8369893210183363,1,0.26312460587359965,1,5.209097246173769,1,160.69905360112898
BV/2017-Preiner-keymaera/intersection-example-onelane.proof-node54892.smt2,1,0.3536332349758595,0,0.7402761900157202,1,0.24561811704188585,1,1.6225791559554636,1,160.69183337897994
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node150970.smt2,1,0.24303993093781173,1,0.5782456379965879,1,0.25119797396473587,1,0.2695668959058821,1,0.22162213805131614
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node152733.smt2,1,0.23871941911056638,1,0.5880949579877779,1,0.252699872944504,1,0.27254493185319006,1,0.22091655409894884
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node155401.smt2,1,0.23845686111599207,1,0.5757295060029719,1,0.27132210601121187,1,0.2713887009304017,1,0.2221092339605093
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node170139.smt2,1,0.30487324809655547,1,0.5868863909854554,1,0.26795945898629725,1,0.27378007187508047,1,0.22132466500625014
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node172682.smt2,1,0.26786870090290904,1,0.5928873170050792,1,0.2585135099943727,1,0.26876839087344706,1,0.2220812300220132
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node190062.smt2,1,0.2451206729747355,1,0.6020807929744478,1,0.22825527098029852,1,0.27356230304576457,1,0.2536184280179441
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node193953.smt2,1,0.2707642780151218,1,0.6075319030205719,1,0.2860156011302024,1,0.27930079121142626,1,0.2517604280728847
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node194065.smt2,1,0.24205702589824796,1,0.5599159550038166,1,0.2296707108616829,1,0.2733093451242894,1,0.25100451009348035
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node194936.smt2,1,0.2458084139507264,1,0.5908080959925428,1,0.258114755153656,1,0.3255981020629406,1,0.22768417187035084
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node197625.smt2,1,0.29045834904536605,1,0.5872957090032287,1,0.28437971812672913,1,0.2683631149120629,1,0.22178701893426478
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node248047.smt2,1,0.25652887811884284,1,0.5988471849996131,1,0.2446321730967611,1,0.2710807169787586,1,0.2223492651246488
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node267257.smt2,1,0.25273326714523137,1,0.630963197996607,1,0.24439886398613453,1,0.26766524999402463,1,0.2702242669183761
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node268443.smt2,1,0.27163415984250605,1,0.5876712669851258,1,0.23844467103481293,1,0.282337648794055,1,0.25272897095419466
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node268901.smt2,1,0.25466935988515615,1,0.5779883649956901,1,0.22932806494645774,1,0.26965702208690345,1,0.22307010390795767
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node270992.smt2,1,0.23954394203610718,1,0.5754698620003182,1,0.23947306396439672,1,0.2712718080729246,1,0.22034578514285386
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node272436.smt2,1,0.2435584149789065,1,0.5516778129967861,1,0.28580451710149646,1,0.30063097295351326,1,0.23042546003125608
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node291962.smt2,1,0.23910391610115767,1,0.5886631750036031,1,0.23003004514612257,1,0.3058891841210425,1,0.2216258510015905
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node292487.smt2,1,0.2751561771146953,1,0.5753246800159104,1,0.25368739711120725,1,0.2692227989900857,1,0.22241508401930332
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node347607.smt2,1,0.2830666131339967,1,0.6332708720001392,1,0.2833962931763381,1,0.30491910013370216,1,0.22247518901713192
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node347816.smt2,1,0.27452895999886096,1,0.5909857079968788,1,0.2354037561453879,1,0.2882654049899429,1,0.22790479101240635
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node349276.smt2,1,0.257810345152393,1,0.6260562789975666,1,0.256331963930279,1,0.29885419085621834,1,0.22097798995673656
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node349694.smt2,1,0.26029911218211055,1,0.6003312449902296,1,0.25919731706380844,1,0.27310467697679996,1,0.22299368912354112
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node365475.smt2,1,0.2583401710726321,1,0.6080151530040894,1,0.2500264609698206,1,0.2898376970551908,1,0.222653916105628
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node365878.smt2,1,0.26145025715231895,1,0.6518677469866816,1,0.2649693810380995,1,0.3301089161541313,1,0.237240546150133
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node368193.smt2,1,0.2887264280579984,1,0.6855204820167273,1,0.24968600901775062,1,0.26854200079105794,1,0.2215424811001867
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node369346.smt2,1,0.2934711119160056,1,0.6566586869885214,1,0.267804489005357,1,0.29174157488159835,1,0.21969638695009053
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node384936.smt2,1,0.27095375186763704,1,0.6435868609987665,1,0.2819457030855119,1,0.271970764035359,1,0.24900352908298373
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node385461.smt2,1,0.27388494997285306,1,0.6248846050002612,1,0.26357662794180214,1,0.27346711908467114,1,0.24184286291711032
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node386295.smt2,1,0.2844136238563806,1,0.6060211799922399,1,0.23275268194265664,1,0.2684145940002054,1,0.22685830108821392
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node391142.smt2,1,0.27661832701414824,1,0.6299300200189464,1,0.23893379094079137,1,0.2914448289666325,1,0.2257270161062479
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node391376.smt2,1,0.2585497898980975,1,0.6226295090164058,1,0.29462065594270825,1,0.2735752121079713,1,0.22553565492853522
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node391949.smt2,1,0.2811082759872079,1,0.6410748939961195,1,0.23937580781057477,1,0.31605138606391847,1,0.2216310049407184
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node392183.smt2,1,0.2630029560532421,1,0.6381777630012948,1,0.30693003395572305,1,0.28933395096100867,1,0.24224269203841686
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node476116.smt2,1,0.2554975040256977,1,0.6022082999988925,1,0.23019282706081867,1,0.26523477397859097,1,0.22373915603384376
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node476753.smt2,1,0.24345570406876504,1,0.583667143015191,1,0.22877246094867587,1,0.29582945886068046,1,0.25055299303494394
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node488018.smt2,1,0.23794052214361727,1,0.5810647670004983,1,0.22994482098147273,1,0.26893589179962873,1,0.24334987998008728
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node531710.smt2,1,0.2846423259470612,1,0.6246978720009793,1,0.2325457779224962,1,0.26897366996854544,1,0.23530132696032524
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node532026.smt2,1,0.2644718571100384,1,0.5949141629971564,1,0.25665006786584854,1,0.26674297195859253,1,0.2218951650429517
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node532235.smt2,1,0.2564133000560105,1,0.5836778509838041,1,0.2372429547831416,1,0.29306154092773795,1,0.23674204503186047
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node534722.smt2,1,0.23862493690103292,1,0.5583133329928387,1,0.22886895504780114,1,0.27280048793181777,1,0.24234493100084364
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node548485.smt2,1,0.23788043297827244,1,0.5942029189900495,1,0.2862661259714514,1,0.26990714902058244,1,0.22145081497728825
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node551029.smt2,1,0.2530399349052459,1,0.572522997012129,1,0.2281904648989439,1,0.26785828708671033,1,0.22297879518009722
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node559861.smt2,1,0.24004393792711198,1,0.6525807250000071,1,0.2531010068487376,1,0.2691639589611441,1,0.22169993398711085
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node57081.smt2,1,0.22049768501892686,1,0.5553712699911557,1,0.25171980098821223,1,0.27142598084174097,1,0.22085037408396602
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node631052.smt2,1,0.26584494998678565,1,0.6219251570000779,1,0.2861610888503492,1,0.2680803418625146,1,0.22194771701470017
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node631276.smt2,1,0.2660982890520245,1,0.617151118000038,1,0.2564098369330168,1,0.2675875690765679,1,0.2516697670798749
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node676430.smt2,1,0.2907133921980858,1,0.6477575130120385,1,0.23394664702937007,1,0.2683113389648497,1,0.2500779719557613
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node704363.smt2,1,0.23804951598867774,1,0.5956130090053193,1,0.2792728499043733,1,0.26730896392837167,1,0.22504430590197444
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node709146.smt2,1,0.26696248399093747,1,0.6028605510073248,1,0.2585050070192665,1,0.28762301709502935,1,0.2217796570621431
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node723526.smt2,1,0.2798844058997929,1,0.6214474209991749,1,0.2333208869677037,1,0.282278086990118,1,0.22085988405160606
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node732272.smt2,1,0.2671376848593354,1,0.5956417880079243,1,0.2428333768621087,1,0.2694107119459659,1,0.22310828207992017
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node737898.smt2,1,0.29956002184189856,1,0.6328180010023061,1,0.23968737805262208,1,0.2682232051156461,1,0.25212125782854855
BV/2017-Preiner-keymaera/train_goal4-node5686.smt2,1,0.6874632819090039,0,0.8671591279853601,1,0.28337559499777853,1,2.365237417863682,1,161.33107239496894
BV/2017-Preiner-keymaera/vsli.proof-node2282.smt2,1,5.445761329960078,0,1.924808582989499,1,6.882649228908122,1,4.853173250099644,1,6.872242687968537
BV/2017-Preiner-psyco/034.smt2,1,0.32855822099372745,0,1201.7200239300146,1,0.563153909984976,1,0.49395867087878287,1,1.1049571100156754
BV/2017-Preiner-psyco/041.smt2,1,0.5676018479280174,0,1201.7377496130066,1,0.8055658789817244,1,0.780589974950999,1,1.728627969045192
BV/2017-Preiner-psyco/046.smt2,1,0.5683760400861502,0,1201.772010450979,1,0.8071270419750363,1,0.8475487430114299,1,0.9759341441094875
BV/2017-Preiner-psyco/048.smt2,1,0.24184619402512908,0,1201.738120991009,1,0.3365596351213753,1,0.34766647405922413,1,1.6118043318856508
BV/2017-Preiner-psyco/058.smt2,1,0.7448571571148932,0,1201.7149264390173,1,1.1355237441603094,1,0.6709530539810658,1,1.6590578278992325
BV/2017-Preiner-psyco/060.smt2,1,0.28195933788083494,0,2.2915086330031045,1,0.36397254886105657,1,0.3465911070816219,1,2.544984627980739
BV/2017-Preiner-psyco/064.smt2,1,2.867263250052929,0,1201.7212823939917,1,0.263482189970091,1,0.40586931607685983,1,0.37037040782161057
BV/2017-Preiner-psyco/070.smt2,1,0.3447242439724505,0,292.0159003380104,1,0.3296807580627501,1,0.4019711520522833,1,0.39388274191878736
BV/2017-Preiner-psyco/074.smt2,1,0.25058049289509654,0,1201.737589465978,1,0.47518772818148136,1,0.3253574180416763,1,1.300844534067437
BV/2017-Preiner-psyco/076.smt2,1,0.2658755569718778,0,1201.7191139660135,1,0.27233164804056287,1,0.3278850659262389,1,1.2348739069420844
BV/2017-Preiner-psyco/077.smt2,1,0.24868999095633626,0,1201.722095464007,1,0.2620926599483937,1,0.3522409910801798,1,1.366579701891169
BV/2017-Preiner-psyco/084.smt2,1,0.4742874999064952,0,1201.712777689012,1,0.7132791599724442,1,0.48678528401069343,1,1.1497385038528591
BV/2017-Preiner-psyco/095.smt2,1,0.6308831400237978,0,1201.7256375750003,1,0.4632670658174902,1,0.39072123006917536,1,1.0030842258129269
BV/2017-Preiner-psyco/099.smt2,1,1.0326937078498304,0,1201.7258163320075,1,0.8073001999873668,1,0.5474747319240123,1,2.204004261875525
BV/2017-Preiner-psyco/115.smt2,1,0.31907019298523664,0,1201.717912756023,1,0.3006753840018064,1,0.3612279479857534,1,0.7345555620267987
BV/2017-Preiner-psyco/122.smt2,1,0.2715395549312234,0,203.62673910800004,1,0.2952249420341104,1,0.28491371986456215,1,0.2802024348638952
BV/2017-Preiner-psyco/154.smt2,1,0.25509786303155124,0,3.597047901013866,1,0.28145639691501856,1,0.3586146079469472,1,0.32152898982167244
BV/2017-Preiner-scholl-smt08/RND/RND_3_10.smt2,1,0.2807123498059809,0,181.11545437402674,1,0.2370001662056893,1,0.31826625810936093,1,0.7751720228698105
BV/2017-Preiner-scholl-smt08/RND/RND_3_9.smt2,1,0.3252902799285948,0,1201.7376022870012,1,0.2353805189486593,1,0.3224921659566462,1,1.4894384918734431
BV/2017-Preiner-scholl-smt08/RND/RND_6_1.smt2,0,1201.323142050067,0,1201.748158731003,0,1201.719390986953,1,71.52325959014706,0,1201.7202860680409
BV/2017-Preiner-scholl-smt08/RND/RND_6_13.smt2,1,125.62661856412888,0,1201.7147795910132,0,1201.7141218939796,1,0.3446364370174706,0,1201.7217607789207
BV/2017-Preiner-scholl-smt08/RND/RND_6_19.smt2,1,880.9041323349811,0,1201.7166999439942,1,7.5732959599699825,0,6.337513651931658,1,16.57345805107616
BV/2017-Preiner-scholl-smt08/RND/RND_6_2.smt2,1,62.43124709604308,0,1201.7261628630222,0,1201.7221055780537,1,0.2718789561185986,1,11.589703045086935
BV/2017-Preiner-scholl-smt08/RND/RND_6_21.smt2,0,1201.3114701278973,0,1201.7205670880212,0,1201.7137765779626,1,1.1375350488815457,1,163.15931885084137
